sigungu,jibun,apt_name,exclusive_use_area,transaction_year_month,transaction_day,transaction_real_price,floor,year_of_completion,train_test_sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201407,7,61000,10,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201407,14,82000,8,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201407,14,65000,10,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201407,20,60000,3,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201407,21,65000,4,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201407,25,80000,13,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201407,31,62000,2,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201408,1,81000,3,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201408,1,90000,14,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201408,13,85000,2,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201408,14,87500,14,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201409,12,77000,1,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201409,12,66000,3,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201409,13,70000,10,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201409,15,65000,1,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201409,16,85000,8,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201409,19,60000,15,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201409,26,87500,5,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201409,29,80000,15,1983,sub
서울특별시 강남구 대치동,503,개포우성1,158.54,201409,29,110000,15,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201409,30,68000,3,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201410,2,95000,12,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201410,7,70000,15,1983,sub
서울특별시 강남구 대치동,503,개포우성1,158.54,201410,13,95000,3,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201410,15,88000,5,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201410,22,85000,12,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201410,22,60000,1,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201410,22,87000,14,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201410,23,90000,4,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201410,25,100000,15,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201410,27,70000,4,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201410,30,58000,4,1983,sub
서울특별시 강남구 대치동,503,개포우성1,158.54,201411,13,120000,5,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201411,19,68000,6,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201411,21,98000,11,1983,sub
서울특별시 강남구 대치동,503,개포우성1,158.54,201411,21,130000,8,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201411,22,110000,10,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201412,2,70000,12,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201412,6,69000,7,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201412,6,53000,5,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201412,9,70000,6,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201412,10,95000,10,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201412,11,65000,12,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201412,21,68000,10,1983,sub
서울특별시 강남구 대치동,503,개포우성1,127.61,201412,26,90000,15,1983,sub
서울특별시 강남구 대치동,503,개포우성1,84.81,201412,29,60000,11,1983,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201401,9,70000,4,1984,sub
서울특별시 강남구 대치동,500,개포우성2,159.6,201401,11,110000,15,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201401,11,66000,3,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201401,16,110000,8,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201401,17,69000,7,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201401,22,80000,10,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201401,25,60000,10,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201401,29,65000,13,1984,sub
서울특별시 강남구 대치동,500,개포우성2,159.6,201402,5,110000,6,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201402,13,85000,15,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201402,18,95000,9,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201402,20,86000,6,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201402,20,66000,1,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201402,26,90000,5,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201403,20,100000,14,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201404,3,35000,14,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201404,21,65000,10,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201404,28,95000,11,1984,sub
서울특별시 강남구 대치동,500,개포우성2,159.6,201405,13,109000,14,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201405,24,85000,2,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201405,28,63000,5,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201406,19,90000,14,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201406,20,90000,3,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201406,26,45000,8,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201407,1,84000,10,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201407,12,82500,3,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201407,19,62000,2,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201407,23,90000,14,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201408,12,85000,1,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201408,19,61000,1,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201408,22,70000,14,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201408,24,81000,2,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201409,4,70000,13,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201409,13,65000,5,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201409,15,65000,2,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201409,22,95000,10,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201409,24,70000,4,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201410,1,105000,14,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201410,6,92000,5,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201410,9,66000,2,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201410,11,70000,7,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201410,17,80000,11,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201410,17,70000,4,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201410,17,95000,11,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201411,4,70000,6,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201411,11,88000,1,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201411,15,103000,13,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201411,17,68000,1,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201411,17,85000,7,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201411,21,93000,10,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201411,28,98000,13,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201412,4,100000,7,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201412,6,70000,9,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201412,15,60000,5,1984,sub
서울특별시 강남구 대치동,500,개포우성2,127.78,201412,26,97000,5,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201412,29,65000,9,1984,sub
서울특별시 강남구 대치동,500,개포우성2,84.69,201412,30,51000,15,1984,sub
서울특별시 강남구 대치동,612,국제,84.69,201401,2,30000,10,1983,sub
서울특별시 강남구 대치동,612,국제,132.53,201402,11,47000,9,1983,sub
서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),42.837,201401,17,27000,11,2003,sub
서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),51.026,201403,1,13000,10,2003,sub
서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.236,201404,1,21800,7,2003,sub
서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.236,201406,2,22000,8,2003,sub
서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),42.837,201406,19,25000,8,2003,sub
서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),42.837,201410,4,26000,6,2003,sub
서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.236,201410,27,20000,8,2003,sub
서울특별시 강남구 대치동,891-26,대우아이빌멤버스(891-26),35.796,201411,22,13000,9,2003,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201401,17,19000,8,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201401,18,18000,8,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201402,21,19000,10,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201403,4,18500,9,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201404,5,18500,10,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201404,9,17000,7,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201406,25,19000,8,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201407,2,19000,7,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),35.72,201407,31,22500,10,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),33.06,201408,30,19000,8,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201410,16,17000,10,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201411,1,19500,11,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201411,15,17500,10,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201412,11,22000,8,2004,sub
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),34.2,201412,24,19000,9,2004,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,33.78,201401,6,22000,5,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,23.48,201401,9,20000,5,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,28.61,201401,25,19000,3,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,33.7,201402,3,21000,4,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,28.74,201402,4,19000,3,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,33.7,201402,7,22000,5,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,28.5,201402,26,19000,4,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,28.74,201403,17,22000,2,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,28.5,201403,19,20000,5,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,23.48,201404,11,18000,7,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,28.74,201404,14,19000,5,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,33.78,201408,5,22000,6,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,28.52,201408,5,20000,5,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,23.48,201411,21,17000,4,2013,sub
서울특별시 강남구 대치동,952-2,대치동더블유타워,28.74,201411,29,20000,5,2013,sub
서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.98,201401,14,33000,5,2004,sub
서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.96,201404,3,33000,2,2004,sub
서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,58.86,201404,28,32000,2,2004,sub
서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.98,201407,16,32000,2,2004,sub
서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,58.86,201409,11,32000,7,2004,sub
서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,79.07,201409,29,45000,6,2004,sub
서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.73,201411,8,35000,6,2004,sub
서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,59.75,201412,8,35000,2,2004,sub
서울특별시 강남구 대치동,890-42,대치동우정에쉐르2(890-42),68.59,201405,26,35000,3,2004,sub
서울특별시 강남구 대치동,890-42,대치동우정에쉐르2(890-42),68.59,201411,17,34500,4,2004,sub
서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201401,4,88000,3,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201401,4,69000,23,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201401,15,90000,10,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201401,18,43000,5,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,3,73500,16,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,5,50000,5,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,8,70000,3,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,8,48000,15,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,8,42000,22,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,8,48000,9,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201402,10,70000,5,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,11,52000,1,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201402,13,69000,21,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,13,49000,11,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,14,78000,10,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,15,75000,18,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,19,81000,9,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,21,79500,12,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,21,50000,16,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,21,49000,9,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,22,45000,5,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,22,75000,4,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201402,28,73000,15,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201402,28,50000,17,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201403,7,45000,8,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201403,10,67000,7,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201403,13,71000,15,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201403,28,64000,23,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201403,31,65000,2,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201404,2,80000,15,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201404,17,82000,13,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201404,18,63000,6,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201404,18,46000,2,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201404,21,64000,5,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201404,24,40000,3,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201404,30,70000,10,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201404,30,47000,11,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201405,2,68000,10,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201405,6,68000,17,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201405,17,65000,2,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201405,27,70000,10,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201405,30,73000,2,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201406,1,75000,13,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201406,5,48000,6,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201406,6,72000,16,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201406,6,49000,12,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201406,14,78000,18,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201406,17,70000,2,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201406,20,90000,13,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201406,21,78000,17,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201407,4,76000,15,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201407,11,68500,6,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201407,13,50000,15,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201407,14,65000,9,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201407,19,50000,20,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201407,21,65000,8,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201407,22,70000,24,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201407,26,65000,24,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201407,29,52000,4,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201407,31,65000,2,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201408,5,46000,3,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201408,5,84000,10,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201408,7,62000,14,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201408,8,50000,10,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,109.04,201408,10,84000,4,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201408,11,64000,11,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201408,11,70000,25,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201408,22,67000,16,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201408,23,67000,25,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201408,30,51000,12,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201409,15,70000,23,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201409,18,70000,3,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201409,25,81000,12,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201409,26,80000,16,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201409,29,83000,11,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,1,50000,8,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201410,2,83000,12,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,7,51000,9,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201410,10,85000,22,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,17,40000,11,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,18,54000,4,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,19,48000,6,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,23,51000,9,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201410,27,82000,3,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201410,29,50000,8,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201411,3,78000,9,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201411,6,50000,7,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201411,8,78000,11,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201411,12,85000,2,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201411,17,72000,3,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201411,17,85000,12,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201411,18,85000,19,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201411,18,49000,1,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201411,20,67000,8,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,108.52,201411,21,92000,1,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201411,24,51000,17,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201411,24,54000,3,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201411,25,75000,7,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,109.04,201411,28,95000,3,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201411,29,52000,16,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201412,3,52500,19,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201412,4,86000,8,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201412,4,65000,5,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201412,4,51000,13,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,109.04,201412,6,98000,4,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201412,9,83000,20,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201412,10,85000,5,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201412,10,73000,2,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,84.58,201412,12,68000,8,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,109.04,201412,16,95000,5,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201412,16,53000,17,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201412,19,85000,5,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201412,20,85000,14,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201412,22,52000,6,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,97.35,201412,24,85000,9,2000,sub
서울특별시 강남구 대치동,1014-3,대치삼성,59.88,201412,25,55000,7,2000,sub
